Saint-Cloud,Assez bien,37
Marseille 13e  Arrondissement,Assez bien,334
Vauréal,Sans mention,24
Ancenis-Saint-Géréon,Bien,4
Tremblay-en-France,Bien,15
Paris  9e  Arrondissement,Sans mention,48
Le Grand-Quevilly,Sans mention,37
Capbreton,Sans information,0
Fontaines,Très bien avec félicitations du jury,0
Rouillé,Très bien,1
Sarrebourg,Très bien avec félicitations du jury,0
Nyons,Bien,1
Savigny-le-Temple,Très bien avec félicitations du jury,0
Chauny,Très bien,0
Dugny,Sans information,0
Paris 18e  Arrondissement,Sans information,0
Clermont,Sans information,0
Landivisiau,Assez bien,2
Echirolles,Sans mention,30
Mougins,Bien,2
Bellerive-sur-Allier,Très bien avec félicitations du jury,0
Sainte-Maure,Assez bien,5
Wittelsheim,Sans information,0
Saint-Malo,Très bien avec félicitations du jury,0
Les Moutiers-en-Cinglais,Assez bien,2
Arnouville,Très bien,0
Guilherand-Granges,Sans mention,3
Saint-Flour,Assez bien,15
Marseille  9e  Arrondissement,Bien,231
Rouffach,Sans information,0
Saint-Vallier,Très bien,1
Rosny-sous-Bois,Très bien avec félicitations du jury,0
Saint-Avold,Bien,17
Le Subdray,Sans mention,9
Pirae,Sans information,0
Avize,Assez bien,10
Nancy,Très bien,896
Moirans,Sans mention,9
Senlis,Très bien avec félicitations du jury,0
Annonay,Sans information,0
Rives de l'Yon,Assez bien,0
Derval,Très bien avec félicitations du jury,0
Canteleu,Sans information,0
Provins,Très bien avec félicitations du jury,0
Boulazac Isle Manoire,Sans mention,12
Castanet-Tolosan,Très bien avec félicitations du jury,9
Fresnes,Sans mention,10
Melun,Sans information,0
Le Gosier,Très bien,2
Vic-en-Bigorre,Assez bien,21
Vitry-sur-Seine,Assez bien,50
Issoudun,Très bien avec félicitations du jury,0
Massy,Assez bien,146
Trappes,Très bien avec félicitations du jury,0
Langogne,Sans mention,14
Bolbec,Très bien,1
Sours,Très bien avec félicitations du jury,0
Bar-sur-Seine,Assez bien,6
Ustaritz,Assez bien,13
Périgueux,Très bien avec félicitations du jury,0
Font-Romeu-Odeillo-Via,Assez bien,59
Gourdan-Polignan,Très bien,1
Rabat,Sans mention,1
Naves,Sans mention,5
Plateau d'Hauteville,Très bien avec félicitations du jury,0
Egletons,Sans information,0
Prémontré,Assez bien,6
La Motte-Servolex,Assez bien,14
Cherbourg-en-Cotentin,Assez bien,168
Castres,Assez bien,154
Montereau-Fault-Yonne,Très bien avec félicitations du jury,0
Saintes,Assez bien,63
Vélizy-Villacoublay,Bien,44
Cournon-d'Auvergne,Très bien avec félicitations du jury,0
L'Arbresle,Assez bien,1
Lagord,Sans information,0
Dax,Très bien,5
Lorient,Sans information,0
Chelles,Très bien,0
Merdrignac,Très bien,0
Paray-le-Monial,Bien,11
Mesnières-en-Bray,Très bien,1
Javené,Sans mention,10
Drancy,Très bien,3
Le Landreau,Assez bien,9
Aubagne,Bien,18
Dannemarie-sur-Crète,Sans mention,15
Castanet-Tolosan,Assez bien,30
Marseille 16e  Arrondissement,Bien,7
Rethel,Sans information,0
Clermont-Ferrand,Sans information,6
Lourdes,Sans mention,2
Beuvry,Sans information,0
La Ferté-Bernard,Très bien avec félicitations du jury,0
Meylan,Très bien,35
Wissembourg,Sans information,0
Giel-Courteilles,Assez bien,7
Bourg-de-Péage,Sans mention,6
Vayres,Assez bien,5
Saint-Cloud,Sans information,0
Paris 11e  Arrondissement,Sans information,0
Colombes,Très bien avec félicitations du jury,1
Savigny-sur-Orge,Bien,67
Angoulême,Très bien avec félicitations du jury,2
Blanquefort,Très bien avec félicitations du jury,0
Alès,Assez bien,76
Altkirch,Très bien,0
Luxeuil-les-Bains,Assez bien,6
Damigny,Très bien avec félicitations du jury,0
Aubervilliers,Très bien avec félicitations du jury,0
Toulouse,Sans mention,4231
Saint-Clément-de-Rivière,Assez bien,9
Fresnes,Très bien,1
Ploemeur,Assez bien,38
Sceaux,Sans mention,96
Bobigny,Bien,346
Kourou,Bien,5
Mont-de-Marsan,Assez bien,110
Saint-Jean-d'Angély,Bien,2
Saint-Aignan,Très bien avec félicitations du jury,0
Bouxwiller,Sans information,0
Lens,Assez bien,386
Cavaillon,Très bien,2
Chaumont,Très bien,7
Saint-Maximin-la-Sainte-Baume,Sans mention,14
Albert,Très bien avec félicitations du jury,0
Epagny Metz-Tessy,Très bien,2
Puteaux,Sans mention,120
Saint-Maximin-la-Sainte-Baume,Très bien,0
Peyrehorade,Très bien,9
Saint-Nazaire,Très bien,20
Aire-sur-la-Lys,Bien,5
Montmorency,Très bien,1
Villiers-le-Bel,Bien,2
Dijon,Bien,1509
Carpentras,Sans information,0
Chantilly,Assez bien,24
Chaumont,Très bien avec félicitations du jury,0
Saint-Maximin-la-Sainte-Baume,Très bien avec félicitations du jury,0
Sucy-en-Brie,Sans information,0
Pau,Sans information,1
Dunkerque,Très bien,47
Pointe-à-Pitre,Sans information,0
Cormeilles-en-Parisis,Sans information,0
Brumath,Sans information,0
Coulommiers,Très bien avec félicitations du jury,0
Ploërmel,Très bien avec félicitations du jury,0
Saint-Pierre-Quiberon,Sans information,0
Langres,Sans mention,6
Agneaux,Très bien,0
Moorea,Très bien avec félicitations du jury,0
Gaillac,Assez bien,8
Monistrol-sur-Loire,Bien,0
Peyrehorade,Sans information,0
Rueil-Malmaison,Bien,74
Annonay,Très bien avec félicitations du jury,0
Narbonne,Sans information,0
Bourganeuf,Bien,3
Segré-en-Anjou Bleu,Très bien avec félicitations du jury,0
Revel,Bien,10
Evreux,Sans information,0
Saint-Berthevin,Très bien avec félicitations du jury,0
Bras-Panon,Assez bien,17
Ancenis-Saint-Géréon,Sans mention,6
Vendôme,Très bien avec félicitations du jury,0
Lagord,Bien,3
Gisors,Très bien,1
Marseille 11e  Arrondissement,Sans information,0
Pruillé-le-Chétif,Sans information,0
Saint-Egrève,Sans information,0
Rosières-près-Troyes,Très bien,13
Valdeblore,Bien,2
Brives-Charensac,Très bien,0
Noisy-le-Grand,Bien,143
Thann,Très bien,0
Colmar,Sans mention,177
Pontault-Combault,Sans information,0
Annecy,Très bien avec félicitations du jury,13
La Garde,Assez bien,815
Soyaux,Sans information,0
Rouillé,Bien,9
Lyon 4e  Arrondissement,Sans information,0
Athis-Mons,Très bien,1
Ferrières-sur-Ariège,Très bien avec félicitations du jury,0
Livry-Gargan,Bien,27
Lavelanet,Sans information,0
La Canourgue,Sans mention,5
Cahors,Assez bien,55
Thouars,Sans mention,33
Pouzauges,Assez bien,1
Villeneuve-sur-Lot,Très bien avec félicitations du jury,0
Saint-Michel-de-Maurienne,Sans mention,1
Héricourt,Sans mention,5
Saint-Martin-Boulogne,Très bien avec félicitations du jury,0
La Côte-Saint-André,Très bien avec félicitations du jury,0
Saint-Genest-Lerpt,Bien,7
Pierrefonds,Assez bien,5
Gérardmer,Très bien avec félicitations du jury,0
Albertville,Sans mention,23
Bagnols-sur-Cèze,Très bien avec félicitations du jury,0
Flers,Très bien avec félicitations du jury,0
Valbonne,Très bien,168
Villenave-d'Ornon,Sans mention,22
Epagny Metz-Tessy,Très bien avec félicitations du jury,0
Fort-de-France,Très bien avec félicitations du jury,2
Cholet,Très bien avec félicitations du jury,0
Limeil-Brévannes,Très bien,1
Les Avirons,Assez bien,10
Gignac-la-Nerthe,Sans mention,2
Wintzenheim,Bien,3
Nancy,Bien,1793
Les Abymes,Très bien avec félicitations du jury,7
Fontainebleau,Sans mention,165
La Ferté-Bernard,Sans mention,15
Le Blanc-Mesnil,Très bien avec félicitations du jury,0
Marvejols,Très bien avec félicitations du jury,0
Lyon 6e  Arrondissement,Sans information,0
Bischwiller,Très bien,1
Agen,Sans mention,302
Chennevières-sur-Marne,Sans mention,43
Marseille  1er Arrondissement,Bien,307
Mignières,Sans information,0
Saumur,Assez bien,63
Saint-Pée-sur-Nivelle,Bien,8
Yssingeaux,Très bien avec félicitations du jury,0
Saint-Gaudens,Bien,4
Tourcoing,Très bien avec félicitations du jury,1
Paris 12e  Arrondissement,Assez bien,1013
Louvroil,Très bien avec félicitations du jury,0
Albert,Sans mention,16
Provins,Bien,12
Nantes,Sans mention,2146
Saint-Chamas,Très bien avec félicitations du jury,0
Gennevilliers,Très bien,5
Le Cateau-Cambrésis,Bien,2
Orsay,Assez bien,739
Mantes-la-Jolie,Bien,74
Valence,Assez bien,628
Toulouse,Assez bien,5233
Oxford,Assez bien,28
Rillieux-la-Pape,Très bien,3
Clermont,Très bien,4
Maurepas,Sans information,0
Arradon,Très bien,3
Chambéry,Très bien,33
Figeac,Sans information,0
Magny-les-Hameaux,Bien,3
Brive-la-Gaillarde,Très bien avec félicitations du jury,0
Marseille  3e  Arrondissement,Assez bien,189
Uturoa,Assez bien,17
Saint-Sébastien-sur-Loire,Assez bien,73
Lannion,Assez bien,229
L'Arbresle,Très bien avec félicitations du jury,0
Le Landreau,Bien,4
Evry-Courcouronnes,Sans mention,1110
Sours,Sans information,0
Gignac,Très bien avec félicitations du jury,0
Ferney-Voltaire,Assez bien,7
Roissy-en-Brie,Bien,5
Gugnécourt,Assez bien,2
Aire-sur-l'Adour,Très bien,1
Boulogne-Billancourt,Très bien,30
Auxonne,Sans mention,8
La Baule-Escoublac,Très bien avec félicitations du jury,0
Noisy-le-Sec,Très bien avec félicitations du jury,0
Marseille 14e  Arrondissement,Très bien avec félicitations du jury,0
Carcassonne,Sans mention,132
Madrid,Très bien avec félicitations du jury,3
Landrecies,Très bien avec félicitations du jury,0
Pontarlier,Bien,12
Saint-Gaudens,Très bien avec félicitations du jury,0
Marseille 15e  Arrondissement,Très bien avec félicitations du jury,0
Fontenay-sous-Bois,Sans mention,19
Longchamp,Très bien avec félicitations du jury,0
Saint-Jean-de-Monts,Très bien avec félicitations du jury,0
Troyes,Sans mention,581
Blagnac,Très bien,21
Paris  8e  Arrondissement,Très bien avec félicitations du jury,8
Pamandzi,Sans mention,26
Le Havre,Bien,499
Epinay-sur-Orge,Sans mention,27
Margency,Très bien,0
Maubeuge,Très bien avec félicitations du jury,0
Pont-Hébert,Sans information,0
Carquefou,Bien,263
Rousset,Sans mention,5
Haubourdin,Très bien avec félicitations du jury,0
Morne-à-l'Eau,Sans mention,40
Hazebrouck,Assez bien,33
Bressuire,Très bien avec félicitations du jury,1
Brie-Comte-Robert,Très bien,0
Monaco,Très bien,0
Paris  1er Arrondissement,Sans information,0
Thônes,Très bien,3
Pruillé-le-Chétif,Très bien avec félicitations du jury,0
Pierrelatte,Très bien,0
Palaiseau,Assez bien,7
Chauny,Sans information,0
Davayé,Bien,0
Saint-Claude,Sans mention,140
Amiens,Très bien,495
Longjumeau,Bien,14
Canteleu,Sans mention,14
Fondettes,Très bien,0
Saint-Avold,Assez bien,65
Lambersart,Sans mention,12
Wingles,Très bien avec félicitations du jury,0
Marseille  4e  Arrondissement,Sans mention,1
Châteaubriant,Assez bien,15
Châlons-en-Champagne,Bien,68
Nangis,Sans mention,12
Châlette-sur-Loing,Très bien avec félicitations du jury,0
Saint-Michel-de-Maurienne,Sans information,0
Creutzwald,Très bien avec félicitations du jury,0
La Possession,Bien,5
Sarcelles,Bien,73
Mondeville,Très bien,2
Gray,Très bien,0
Eu,Sans mention,16
Bras-Panon,Sans mention,8
Marseille  6e  Arrondissement,Très bien,12
Davayé,Très bien avec félicitations du jury,0
Lucé,Assez bien,5
Plateau d'Hauteville,Sans information,0
Pau,Assez bien,826
Villemoirieu,Bien,0
Issoire,Sans information,0
Bayeux,Très bien,2
Pontarlier,Sans mention,18
Magnanville,Assez bien,6
Orange,Sans mention,18
Saint-Christol-lez-Alès,Assez bien,21
Thuré,Sans mention,6
Vernon,Très bien,1
Taverny,Sans mention,40
Paris,Très bien,61
Chamarandes-Choignes,Sans mention,2
Sainte-Marie,Très bien avec félicitations du jury,0
Bonneville,Très bien,0
Châteauroux,Assez bien,122
La Seyne-sur-Mer,Très bien avec félicitations du jury,0
Ruelle-sur-Touvre,Sans information,0
Thiers,Sans information,0
Port-Louis,Très bien avec félicitations du jury,0
Prades,Sans mention,3
Tilloy-lès-Mofflaines,Très bien,0
Villers-lès-Nancy,Très bien,23
Drap,Bien,5
Le Petit-Quevilly,Sans mention,6
Morteau,Très bien,5
Dinard,Bien,16
Châteauneuf-de-Galaure,Sans mention,7
Montigny-lès-Metz,Bien,5
Quessoy,Assez bien,5
Cholet,Assez bien,226
Jarny,Sans information,0
Le Havre,Sans information,0
Challans,Assez bien,11
Moissy-Cramayel,Très bien,0
Chartres,Assez bien,136
Ifs,Très bien avec félicitations du jury,1
Pontault-Combault,Sans mention,10
Bagnères-de-Bigorre,Sans information,0
Sceaux,Très bien,348
La Couronne,Très bien,12
Le Moule,Sans information,0
Peltre,Assez bien,16
Château-Gontier-sur-Mayenne,Très bien avec félicitations du jury,0
Rivière-Salée,Sans information,0
Obernai,Bien,8
Bourgoin-Jallieu,Sans mention,42
Pulversheim,Assez bien,4
Marseille  6e  Arrondissement,Très bien avec félicitations du jury,0
Dammarie-les-Lys,Assez bien,9
Beaupréau-en-Mauges,Sans information,0
Draveil,Bien,1
Quintin,Sans mention,3
Savigny-le-Temple,Sans information,0
Wintzenheim,Très bien,1
Faverges-Seythenex,Bien,6
Gonesse,Bien,10
Bar-le-Duc,Sans mention,55
Hénin-Beaumont,Assez bien,51
Marseille  9e  Arrondissement,Sans mention,351
Cluses,Très bien avec félicitations du jury,0
Royan,Sans mention,14
Saint-Paul,Sans mention,123
Marseille  7e  Arrondissement,Bien,48
Briançon,Bien,1
Evreux,Bien,88
Voutezac,Sans mention,15
Saint-Sernin-sur-Rance,Assez bien,19
Mtsamboro,Très bien,0
Arcueil,Sans information,0
Bort-les-Orgues,Sans information,0
Champigny-sur-Marne,Sans mention,56
Lagny-sur-Marne,Très bien,0
Ozoir-la-Ferrière,Sans information,0
Dugny,Très bien,7
Antibes,Très bien,13
Guéret,Très bien,2
Châtillon-sur-Seine,Sans mention,4
Ploërmel,Bien,17
Céret,Très bien,0
Luçon,Très bien avec félicitations du jury,0
Airion,Très bien avec félicitations du jury,0
Montferrier-sur-Lez,Bien,4
Somain,Assez bien,6
Choisy-le-Roi,Bien,2
Mirande,Très bien,1
Saint-Pée-sur-Nivelle,Assez bien,21
Essey-lès-Nancy,Assez bien,1
Rochefort-Montagne,Bien,5
Douai,Assez bien,213
Libourne,Sans information,0
Bourg-lès-Valence,Très bien,1
Alès,Sans information,0
Bourgoin-Jallieu,Assez bien,41
Villeneuve-d'Ascq,Sans information,0
Marseille 10e  Arrondissement,Sans information,0
Melun,Bien,242
Fougères,Assez bien,24
Erstein,Sans mention,9
Annemasse,Très bien,1
Noisy-le-Grand,Sans information,0
Oyonnax,Très bien,0
Castelnau-le-Lez,Bien,20
Sainte-Livrade-sur-Lot,Bien,3
Moissy-Cramayel,Assez bien,0
Chamarandes-Choignes,Sans information,0
Montigny-le-Bretonneux,Assez bien,23
Issoire,Bien,6
Saint-Affrique,Très bien,2
Ugine,Assez bien,5
Derval,Sans information,0
Magnanville,Très bien,1
Franqueville-Saint-Pierre,Très bien,1
Nogent-sur-Oise,Bien,27
Marseille 15e  Arrondissement,Sans mention,48
Châtillon-sur-Seine,Très bien,1
Remire-Montjoly,Sans mention,27
Nogent-sur-Vernisson,Sans mention,24
Epinay-sur-Seine,Très bien,3
Royan,Sans information,0
Muret,Sans mention,56
Barentin,Assez bien,23
Issy-les-Moulineaux,Bien,38
Blagnac,Assez bien,121
Argonay,Très bien avec félicitations du jury,0
Lillers,Sans information,0
Avon,Assez bien,37
Port-Louis,Sans mention,40
Cesson-Sévigné,Très bien avec félicitations du jury,0
Olivet,Très bien,5
Sainte-Maure,Très bien avec félicitations du jury,0
Cosnes-et-Romain,Très bien,5
La Motte-Servolex,Sans information,0
Arles,Sans mention,99
Rollancourt,Assez bien,0
Denain,Sans information,0
Arnouville,Très bien avec félicitations du jury,0
Bures-sur-Yvette,Sans mention,21
Vic-en-Bigorre,Sans information,0
Thônes,Sans mention,8
Le Chesnay-Rocquencourt,Sans information,0
Rive-de-Gier,Assez bien,12
Paimpol,Très bien,1
Airion,Sans mention,6
La Queue-en-Brie,Sans mention,12
Saint-Saturnin,Sans information,0
Cagnes-sur-Mer,Très bien avec félicitations du jury,0
La Motte-Servolex,Bien,8
Matoury,Bien,3
Rives de l'Yon,Sans information,0
Bron,Bien,702
Etel,Sans mention,15
Villefranche-de-Rouergue,Très bien,1
Die,Sans information,0
Clermont-Ferrand,Sans mention,1940
Ajaccio,Assez bien,57
Villemoirieu,Sans information,0
Crest,Sans information,0
Eu,Très bien avec félicitations du jury,0
Millau,Sans mention,21
Creutzwald,Très bien,1
Saint-Cloud,Très bien,4
Bouxwiller,Bien,1
Castelnau-le-Lez,Assez bien,47
Saint-Lô,Bien,36
Matoury,Sans information,0
Hirson,Assez bien,15
La Couronne,Assez bien,161
La Garde,Bien,383
Faaa,Bien,141
Rouillon,Très bien,0
Castelsarrasin,Bien,6
La Roche-Jaudy,Assez bien,27
Wormhout,Sans mention,10
Oloron-Sainte-Marie,Assez bien,2
Deuil-la-Barre,Très bien,1
Beaumont-de-Lomagne,Très bien,0
Jouy-en-Josas,Sans mention,10
Algrange,Bien,8
Roubaix,Très bien,45
Voiron,Sans mention,30
Fourmies,Très bien,0
Capesterre-Belle-Eau,Très bien avec félicitations du jury,0
Limoges,Très bien,331
Saint-Martin-Boulogne,Bien,42
Chambray-lès-Tours,Sans mention,97
Vaux-le-Pénil,Assez bien,7
Romorantin-Lanthenay,Sans information,0
Thuré,Assez bien,3
Villenave-d'Ornon,Très bien,0
Château-Renault,Bien,0
Mirepoix,Assez bien,8
Paris  4e  Arrondissement,Sans mention,21
Cormeilles-en-Parisis,Assez bien,3
Aix-en-Provence,Sans mention,1750
Villeneuve-la-Garenne,Bien,7
Marseille 16e  Arrondissement,Très bien,1
Chauvigny,Bien,0
Granville,Très bien,7
Felletin,Très bien avec félicitations du jury,0
Saint-Ismier,Sans information,0
Airion,Sans information,0
Brives-Charensac,Très bien avec félicitations du jury,0
Monistrol-sur-Loire,Très bien,0
Paris  5e  Arrondissement,Sans mention,1732
La Gaude,Très bien,3
Saint-Jean,Très bien avec félicitations du jury,0
Paris,Très bien avec félicitations du jury,8
Anneyron,Sans mention,2
Domfront en Poiraie,Sans mention,5
Bagneux,Assez bien,14
Orchies,Sans mention,1
Chelles,Sans information,0
Saint-Brieuc,Bien,321
Le Moule,Sans mention,5
Gradignan,Assez bien,217
Pont-l'Abbé,Sans mention,14
Carcassonne,Bien,59
Villers-lès-Nancy,Assez bien,204
Valence,Très bien,106
Saint-Chély-d'Apcher,Sans information,0
Petit-Bourg,Sans information,0
Saint-Julien-en-Genevois,Sans information,0
Noisy-le-Sec,Assez bien,36
Saint-Junien,Assez bien,9
Le Robert,Très bien,0
Thônes,Très bien avec félicitations du jury,0
Nemours,Sans information,0
Blanquefort,Sans mention,46
Pont-du-Château,Sans mention,7
Le Chaffaut-Saint-Jurson,Très bien,0
Brest,Bien,1198
Luçon,Très bien,0
Pithiviers,Bien,3
Saint-Christol-lez-Alès,Sans mention,29
Saint-Ouen-sur-Seine,Assez bien,32
Macouria,Assez bien,7
Boulazac Isle Manoire,Très bien avec félicitations du jury,0
Montmorot,Bien,17
Guingamp,Sans mention,97
Altkirch,Bien,1
Chauvigny,Sans mention,1
Die,Assez bien,0
Tulle,Très bien,3
Coutances,Sans mention,26
Le Faou,Assez bien,2
Lillers,Sans mention,14
Allonnes,Très bien avec félicitations du jury,0
Dax,Sans information,0
Marseille  1er Arrondissement,Sans information,0
Paris 17e  Arrondissement,Très bien,188
Rennes,Bien,2664
La Guerche-de-Bretagne,Sans mention,1
Epinay-sur-Seine,Sans information,0
Château-Chinon (Ville),Assez bien,9
Congis-sur-Thérouanne,Très bien,0
La Guerche-de-Bretagne,Très bien,0
Decize,Très bien avec félicitations du jury,0
Digoin,Assez bien,3
Beaune,Sans information,0
Fécamp,Très bien avec félicitations du jury,0
Rouffach,Très bien avec félicitations du jury,0
Marseille  5e  Arrondissement,Très bien,386
Briançon,Assez bien,6
Louvroil,Sans information,0
Marseille 12e  Arrondissement,Très bien,6
Sainte-Maure,Bien,2
Sceaux,Sans information,0
Villenave-d'Ornon,Sans information,0
Gagny,Bien,15
Paris 17e  Arrondissement,Sans information,0
Montceau-les-Mines,Sans information,0
Pessac,Bien,620
Chemillé-en-Anjou,Assez bien,8
Le Vigan,Très bien avec félicitations du jury,0
Saint-Jean-de-Maurienne,Très bien avec félicitations du jury,0
Val de Briey,Sans mention,18
Rosny-sous-Bois,Bien,3
Rezé,Très bien,19
Saint-Martin-Boulogne,Sans information,0
Aire-sur-l'Adour,Bien,14
Chambéry,Sans mention,91
Privas,Très bien,3
Rethel,Très bien avec félicitations du jury,0
Margency,Très bien avec félicitations du jury,0
Lons-le-Saunier,Très bien,2
Erstein,Très bien,2
Guipavas,Très bien avec félicitations du jury,0
Uturoa,Sans information,0
Morne-à-l'Eau,Bien,19
Mitry-Mory,Bien,5
Ifs,Très bien,15
Plomelin,Sans mention,1
Lyon 1er Arrondissement,Très bien avec félicitations du jury,7
Villemomble,Très bien avec félicitations du jury,0
Le Breuil-sur-Couze,Assez bien,1
Autun,Très bien avec félicitations du jury,0
Chemillé-en-Anjou,Sans mention,4
Lattes,Sans information,0
Tilloy-lès-Mofflaines,Assez bien,21
Redon,Sans information,0
Aubusson,Bien,3
Brie-Comte-Robert,Sans mention,29
Borgo,Très bien avec félicitations du jury,0
La Couronne,Sans information,0
Beaucamps-Ligny,Très bien,4
Sées,Très bien avec félicitations du jury,0
Guingamp,Très bien avec félicitations du jury,0
La Ravoire,Sans mention,32
Bures-sur-Yvette,Très bien avec félicitations du jury,0
Cergy,Bien,955
Firminy,Très bien,2
Mons-en-Baroeul,Sans information,0
Montluçon,Très bien,25
Chirongui,Très bien avec félicitations du jury,0
Morne-à-l'Eau,Sans information,0
Meymac,Très bien,4
Aulnay-sous-Bois,Assez bien,141
Lillers,Assez bien,6
Chasseneuil-du-Poitou,Bien,28
Sedan,Bien,21
Mont-de-Marsan,Sans mention,115
Egletons,Sans mention,45
Montmorillon,Sans information,0
Digne-les-Bains,Bien,32
Saint-Paul-Trois-Châteaux,Très bien,1
Armentières,Bien,64
Cournon-d'Auvergne,Sans information,0
Chambéry,Très bien avec félicitations du jury,1
Saint-Etienne-du-Rouvray,Bien,161
Meylan,Sans mention,18
Le Tampon,Assez bien,563
Le Landreau,Sans information,0
Le Havre,Très bien,210
Mantes-la-Ville,Sans information,0
Beauvais,Assez bien,328
Noisy-le-Grand,Très bien avec félicitations du jury,2
Vic-en-Bigorre,Très bien,1
Lons-le-Saunier,Sans information,0
Etampes,Sans information,0
Le Grand-Quevilly,Bien,17
Saint-Amans-Soult,Très bien,0
Neuvic,Très bien,1
Pierrefonds,Bien,3
Avranches,Sans mention,24
Vayres,Sans mention,12
Saint-Girons,Sans mention,4
Champs-sur-Marne,Très bien,11
Douai,Sans information,0
Luxeuil-les-Bains,Très bien,1
Mana,Bien,2
Corenc,Sans mention,41
Vienne,Bien,41
Saint-Jean-d'Angély,Très bien avec félicitations du jury,0
Saint-Venant,Très bien avec félicitations du jury,0
Chirongui,Sans information,0
Saint-Malo,Bien,100
La Garenne-Colombes,Bien,3
Malakoff,Bien,6
Montagne,Assez bien,9
Besançon,Sans information,1
Langogne,Assez bien,8
Neufchâteau,Sans mention,21
Cosne-Cours-sur-Loire,Bien,1
Jaunay-Marigny,Bien,1
Saint-Nazaire,Très bien avec félicitations du jury,2
Castanet-Tolosan,Très bien,24
RABAT-SALE,Très bien,3
Limoux,Très bien,0
Nogent-le-Rotrou,Très bien avec félicitations du jury,0
Verneuil d'Avre et d'Iton,Assez bien,2
Evry-Courcouronnes,Très bien avec félicitations du jury,0
Plomelin,Très bien avec félicitations du jury,0
Méru,Assez bien,7
Drancy,Assez bien,22
Champagnole,Bien,1
Bobigny,Sans information,0
Pierrefonds,Très bien,1
Besançon,Sans mention,1246
Barbezieux-Saint-Hilaire,Sans information,0
Essey-lès-Nancy,Sans mention,2
Franqueville-Saint-Pierre,Bien,3
Le Lamentin,Bien,8
La Roche-sur-Yon,Assez bien,655
Mougins,Sans information,0
Stains,Bien,0
Limas,Sans mention,17
Romilly-sur-Seine,Sans information,0
Hénin-Beaumont,Bien,15
Jacob-Bellecombette,Sans mention,330
Arcueil,Très bien avec félicitations du jury,0
Saint-Chamas,Assez bien,5
Thionville,Très bien,9
Villeneuve-le-Roi,Sans mention,11
Châtenay-Malabry,Bien,14
Lesparre-Médoc,Bien,1
Auxerre,Assez bien,143
Ferrières-sur-Ariège,Sans mention,3
Les Sables-d'Olonne,Bien,10
Marseille 10e  Arrondissement,Assez bien,171
Montardon,Très bien,3
Buxières-lès-Villiers,Très bien avec félicitations du jury,0
Douvres-la-Délivrande,Bien,1
Pont-Sainte-Maxence,Sans information,0
Le Robert,Sans information,0
Saint-Saturnin,Très bien,0
Meymac,Sans information,0
Colmar,Assez bien,288
Saint-André,Sans information,0
Firminy,Très bien avec félicitations du jury,0
Cherbourg-en-Cotentin,Sans information,0
La Motte-Servolex,Très bien avec félicitations du jury,0
Dinan,Assez bien,46
Bruz,Sans mention,45
Lagny-sur-Marne,Très bien avec félicitations du jury,0
Valdoie,Bien,1
Vandoeuvre-lès-Nancy,Très bien avec félicitations du jury,6
Jonzac,Très bien,0
Oullins,Sans mention,53
Contamine-sur-Arve,Sans information,0
Nice,Sans information,3
Port-de-Bouc,Assez bien,4
Dardilly,Bien,22
La Gaude,Assez bien,16
Monteils,Sans mention,8
Montreuil,Sans information,0
Bar-sur-Seine,Bien,0
Rabat,Sans information,0
Dourdan,Très bien,0
Epernay,Sans information,0
Vanves,Très bien avec félicitations du jury,18
Melle,Sans mention,33
Ancenis-Saint-Géréon,Très bien avec félicitations du jury,0
Champagne-sur-Seine,Très bien,6
Menton,Bien,21
Saint-Genis-Laval,Sans information,0
L'Isle-sur-la-Sorgue,Sans mention,11
Taverny,Sans information,0
Avignon,Très bien,133
Trappes,Très bien,0
Cenon,Très bien,2
Chevilly-Larue,Très bien,3
Ruelle-sur-Touvre,Très bien avec félicitations du jury,0
Anzin,Sans information,0
Bazas,Très bien,0
Montargis,Très bien,2
Vannes,Sans mention,372
Canteleu,Assez bien,15
Carentan-les-Marais,Très bien,0
Saint-Flour,Sans information,0
Plouzané,Assez bien,22
Escurolles,Très bien avec félicitations du jury,0
Montdidier,Très bien avec félicitations du jury,0
Hautmont,Assez bien,9
Vaucresson,Très bien avec félicitations du jury,0
Mougins,Sans mention,15
Digoin,Sans information,0
Dourdan,Très bien avec félicitations du jury,0
Roville-aux-Chênes,Sans mention,11
Rosières-près-Troyes,Assez bien,39
Joué-lès-Tours,Assez bien,17
Noisiel,Bien,11
Mérignac,Très bien avec félicitations du jury,0
Lannion,Sans mention,91
Chailly-en-Brie,Sans mention,5
Belfort,Sans mention,307
Baie-Mahault,Bien,33
Orvault,Très bien,0
Béthune,Très bien,15
Lodève,Bien,3
Barbezieux-Saint-Hilaire,Très bien avec félicitations du jury,0
Mirecourt,Bien,6
Gugnécourt,Très bien avec félicitations du jury,0
Saint-Michel-sur-Orge,Sans information,0
Montagne,Très bien,1
Longchamp,Bien,2
Nogent-sur-Marne,Très bien,10
Genech,Sans information,0
Nérac,Très bien,0
La Celle-Saint-Cloud,Très bien avec félicitations du jury,0
Saint-Claude,Assez bien,105
Bazas,Très bien avec félicitations du jury,0
Arles,Sans information,0
Petit-Bourg,Sans mention,21
Andrézieux-Bouthéon,Très bien avec félicitations du jury,0
Paris 18e  Arrondissement,Sans mention,91
Verneuil-sur-Seine,Bien,5
Serris,Bien,2
Lyon 8e  Arrondissement,Très bien,611
Les Mureaux,Très bien avec félicitations du jury,0
